Context,Class,Termination,EdgeShape,Length,CortexPerc,Thickness,Width,CortexLoc,ScarNumber,Profile,CrossSection,PlatformType,DorsalPattern
VALM,Flake,Feathered,Parallel,36.55,25-75%,7.13,18.7,Lateral,2,Straight,Triangular,Other,Unidirectional
VB C,Flake,Feathered,Biconvex,70.07,25-75%,11.83,50.58,Lateral,2,Straight,Trapezoidal,Other,Unidirectional
AMB VI,Flake,Feathered,Parallel,22.76,25-75%,3.8,14.29,Lateral,2,Straight,Triangular,Other,Unidirectional
VB B,Flake,Feathered,Irregular,33.58,25-75%,9.67,35.86,Distal,2,Curved,Irregular,Other,Unidirectional
VB B,Flake,Feathered,Irregular,27.86,25-75%,13.83,24.37,Distal,2,Straight,Irregular,Other,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Divergent,22.12,25-75%,4.99,36.29,Distal,2,Twisted,Irregular,Other,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Divergent,18.85,25-75%,8.91,25.73,Distal,2,Irregular,Triangular,Other,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Irregular,28.86,25-75%,5.86,29.89,Distal,2,Curved,Triangular,Other,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Parallel,26.25,25-75%,6.06,17.25,Distal,2,Curved,Triangular,Other,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Divergent,24.65,25-75%,3.37,17.05,Distal,2,Curved,Triangular,Other,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Divergent,17.64,25-75%,5.25,12.98,Lateral,2,Curved,Other,Other,Unidirectional
VB B,Flake,Feathered,Biconvex,43.42,25-75%,7.63,22.16,Lateral/Distal,3,Curved,Triangular,Other,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Irregular,35.99,25-75%,6.05,21.8,Lateral/Distal,3,Irregular,Triangular,Other,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Biconvex,25.08,25-75%,6.18,16.94,Lateral,3,Straight,Triangular,Other,Unidirectional
AMB II,Flake,Hinged,Divergent,26.43,25-75%,5.15,16.47,Lateral,4,Straight,Triangular,Other,Unidirectional
VALM,Flake,Feathered,Biconvex,45.54,25-75%,7.86,23.06,Lateral,4,Curved,Trapezoidal,Other,Unidirectional
VALM,Flake,Feathered,Biconvex,31.25,25-75%,7.21,17.89,Lateral,4,Curved,Trapezoidal,Other,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Irregular,28.92,25-75%,4.51,13.71,Lateral,3,Straight,Triangular,Other,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Irregular,22.24,100%,4.48,19.32,NA,0,Curved,Irregular,Plain,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Biconvex,22.57,>95%,7.58,24.23,Proximal,1,Straight,Lenticular,Plain,Unidirectional
AMB II,Flake,Feathered,Parallel,41.22,75-95%,6.77,40.92,Lateral,1,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Irregular,19.95,75-95%,5.32,20.94,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Divergent,53.73,75-95%,15.35,37.99,Proximal,1,Irregular,Trapezoidal,Plain,Unidirectional
VB B,Flake,Feathered,Irregular,25.33,75-95%,5.66,14.89,Mesial,1,Twisted,Trapezoidal,Plain,Unidirectional
VB B,Flake,Feathered,Divergent,23.61,75-95%,3.42,12.49,Mesial,1,Curved,Lenticular,Plain,Unidirectional
VB C,Flake,Feathered,Divergent,24.84,75-95%,6.09,15.76,Lateral/Distal,1,Curved,Triangular,Plain,Unidirectional
VB C,Flake,Feathered,Divergent,23.24,75-95%,5.3,15.2,Lateral/Distal,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Divergent,42.76,75-95%,12.04,39.29,Lateral/Distal,1,Straight,Triangular,Plain,Unidirectional
VB C,Flake,Feathered,Divergent,22.23,75-95%,10.12,27.89,Lateral,1,Irregular,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Divergent,35.9,75-95%,12.27,26.29,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Divergent,32.48,75-95%,11.49,21.76,Lateral,1,Straight,Irregular,Plain,Unidirectional
VB B,Flake,Feathered,Irregular,30.35,75-95%,12.1,23.01,Lateral,1,Irregular,Irregular,Plain,Unidirectional
VB B,Flake,Feathered,Other,28.94,75-95%,16.3,21.82,Lateral,1,Irregular,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Irregular,22.72,75-95%,6.65,18.84,Lateral,1,Straight,Lenticular,Plain,Unidirectional
VB B,Flake,Feathered,Divergent,18.36,75-95%,5.13,37.97,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB A,Flake,Feathered,Parallel,21.7,75-95%,3.42,16.04,Lateral,1,Straight,Trapezoidal,Plain,Unidirectional
AMB VI,Flake,Feathered,Irregular,33.62,75-95%,11.19,18.22,Lateral,1,Straight,Triangular,Plain,Unidirectional
AMB VI,Flake,Feathered,Parallel,43.59,75-95%,9.94,36.8,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 4'75-5'25,Flake,Feathered,Parallel,25.25,75-95%,14.01,22.6,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 4'75-5'25,Flake,Feathered,Biconvex,24.81,75-95%,3.81,17.65,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 4'75-5'25,Flake,Feathered,Irregular,22.94,75-95%,9.2,36.01,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 4'75-5'25,Flake,Pointed,Other,17.81,75-95%,4.86,10.82,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Divergent,34.2,75-95%,6.26,19.44,Lateral,1,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Irregular,20.33,75-95%,5.67,11.08,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Divergent,11.84,75-95%,3.05,15.16,Lateral,1,Straight,Triangular,Plain,Unidirectional
AMB VI,Flake,Feathered,Divergent,51.28,75-95%,8.45,48.92,Distal,1,Straight,Triangular,Plain,Unidirectional
AMB IV,Flake,Feathered,Other,12.89,>95%,4.14,14.59,Distal,1,Straight,Lenticular,Plain,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Divergent,24.3,>95%,8.5,15.02,Distal,1,Straight,Triangular,Plain,Unidirectional
PAP 4'75-5'25,Flake,Feathered,Other,17.76,75-95%,1.49,15.42,Distal,1,Straight,Lenticular,Plain,Unidirectional
PAP 4'75-5'25,Flake,Feathered,Parallel,17.69,75-95%,2.35,13.3,Distal,1,Straight,Lenticular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Parallel,36.73,75-95%,9.67,20.11,Distal,1,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Irregular,22.56,75-95%,4.86,20.08,Distal,1,Straight,Irregular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Irregular,21.6,75-95%,4.75,29.63,Distal,1,Straight,Lenticular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Divergent,21.03,75-95%,4.91,18.52,Distal,1,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Irregular,18.1,75-95%,5.36,23.17,Distal,1,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Irregular,16.93,>95%,2.56,20.42,Distal,1,Straight,Lenticular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Irregular,16.39,75-95%,4.18,21.91,Distal,1,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Irregular,16.15,75-95%,2.34,18.66,Distal,1,Straight,Irregular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Parallel,12.56,75-95%,3.84,17.49,Distal,1,Straight,Irregular,Plain,Unidirectional
VALM,Flake,Feathered,Irregular,50.08,75-95%,12.51,63.04,NA,1,Straight,Lenticular,Plain,Unidirectional
VB B,Flake,Feathered,Parallel,40.81,75-95%,12.28,27.6,NA,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Irregular,23.03,75-95%,3.77,24.08,NA,1,Curved,Other,Plain,Unidirectional
VB A,Flake,Feathered,Parallel,24.17,100%,5.21,17.66,NA,1,Curved,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Divergent,36.64,75-95%,21.61,46.79,Proximal,1,Irregular,Irregular,Plain,Unidirectional
VB B,Flake,Feathered,Irregular,19.44,>95%,2.28,14.71,Proximal,1,Twisted,Irregular,Plain,Unidirectional
AMB IV,Flake,Feathered,Irregular,33.88,>95%,8.8,44.57,Proximal,1,Curved,Irregular,Plain,Unidirectional
AMB II,Flake,Feathered,Irregular,26.49,75-95%,4.63,18.7,Proximal,1,Straight,Triangular,Plain,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Parallel,23.7,>95%,7.62,18.08,Proximal,1,Curved,Triangular,Plain,Unidirectional
AMB IV,Flake,Feathered,Divergent,27.72,75-95%,5.04,32.13,Lateral/Proximal,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Biconvex,20.58,75-95%,2.91,11.35,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Hinged,Divergent,29.96,75-95%,4.21,22.05,Lateral/Distal,2,Curved,Triangular,Plain,Unidirectional
AMB VI,Flake,Feathered,Parallel,20.33,75-95%,4.24,16.66,Lateral,2,Straight,Triangular,Plain,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Divergent,23.73,75-95%,11.31,23.73,Lateral,2,Straight,Triangular,Plain,Unidirectional
VALM,Flake,Feathered,Biconvex,32.59,75-95%,12.59,25.8,Distal,2,Irregular,Triangular,Plain,Unidirectional
VALM,Flake,Feathered,Divergent,18.43,75-95%,3.42,21.81,Distal,2,Straight,Triangular,Plain,Unidirectional
VALM,Flake,Feathered,Divergent,17.73,75-95%,3.36,20.5,Distal,2,Straight,Lenticular,Plain,Unidirectional
PAP 4'75-5'25,Flake,Feathered,Parallel,21.73,75-95%,4.59,15.33,Distal,2,Twisted,Triangular,Plain,Unidirectional
PAP 4'75-5'25,Flake,Feathered,Other,15.61,75-95%,5.88,13.22,Distal,2,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Divergent,42.8,75-95%,8.47,32.86,Distal,2,Curved,Irregular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Irregular,23.31,75-95%,7.34,28.87,Distal,2,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Irregular,22.59,75-95%,5.5,19.94,Lateral,3,Curved,Triangular,Plain,Unidirectional
AMB VI,Flake,Feathered,Divergent,22.38,75-95%,10.26,19.12,Lateral,3,Straight,Trapezoidal,Plain,Unidirectional
VALM,Flake,Feathered,Divergent,26.76,75-95%,7.71,40.04,Distal,3,Straight,Irregular,Plain,Unidirectional
AMB IV,Flake,Feathered,Divergent,60.49,>95%,5.81,54.05,Distal,3,Irregular,Triangular,Plain,Unidirectional
PAP 4'75-5'25,Flake,Feathered,Divergent,21.51,75-95%,4.99,24.77,Distal,3,Straight,Triangular,Plain,Unidirectional
AMB VI,Flake,Feathered,Irregular,43.33,75-95%,4.42,18.45,Lateral,1,Curved,Triangular,Plain,Unidirectional
AMB IV,Flake,Feathered,Other,48.81,75-95%,5.7,24.04,Lateral/Proximal,1,Curved,Triangular,Plain,Unidirectional
VALM,Flake,Feathered,Parallel,51.8,75-95%,12.09,25.4,Distal,2,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Divergent,15.74,25-75%,4.06,20.65,Proximal,1,Curved,Triangular,Plain,Unidirectional
AMB IV,Flake,Feathered,Irregular,66.45,25-75%,9.25,75.89,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Other,23.2,25-75%,9.13,25.75,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Other,17.79,25-75%,6.68,34.15,Distal,1,Irregular,Triangular,Plain,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Biconvex,25.32,25-75%,2.88,18.17,Mesial,1,Straight,Lenticular,Plain,Unidirectional
VB B,Flake,Feathered,Parallel,21.33,25-75%,11.28,19.99,Lateral/Proximal,1,Straight,Lenticular,Plain,Unidirectional
VB C,Flake,Feathered,Divergent,20.8,25-75%,5.14,13.43,Lateral/Distal,1,Twisted,Triangular,Plain,Unidirectional
VB A,Flake,Feathered,Divergent,38.69,25-75%,8.67,29.24,Lateral/Distal,1,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Divergent,28.24,25-75%,4.5,15.09,Lateral/Distal,1,Curved,Triangular,Plain,Unidirectional
VALM,Flake,Feathered,Irregular,23.65,25-75%,6.25,12.21,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB C,Flake,Pointed,Other,45.51,25-75%,11.53,37.01,Lateral,1,Twisted,Triangular,Plain,Unidirectional
VB C,Flake,Feathered,Other,35.77,25-75%,4.55,20.15,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB C,Flake,Feathered,Divergent,30.16,25-75%,13.89,23.75,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB C,Flake,Feathered,Irregular,29.7,25-75%,14.32,42.15,Lateral,1,Straight,Irregular,Plain,Unidirectional
VB C,Flake,Feathered,Parallel,24.58,25-75%,11.38,17.89,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB C,Flake,Hinged,Divergent,21.73,25-75%,5.87,25.24,Lateral,1,Curved,Triangular,Plain,Unidirectional
VB C,Flake,Feathered,Parallel,21.35,25-75%,8.04,15.17,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB C,Flake,Feathered,Divergent,21.18,25-75%,7.05,11.39,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB C,Flake,Pointed,Biconvex,21.15,25-75%,3.15,12.01,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB C,Flake,Feathered,Divergent,19.73,25-75%,5.84,24.09,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB C,Flake,Feathered,Irregular,16.61,25-75%,4.29,17.24,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB C,Flake,Hinged,Divergent,11.3,25-75%,4.96,19.37,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Divergent,40.13,25-75%,7.51,31.51,Lateral,1,Curved,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Parallel,40.16,25-75%,17.72,24.77,Lateral,1,Irregular,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Biconvex,36.83,25-75%,19.2,31.37,Lateral,1,Irregular,Irregular,Plain,Unidirectional
VB B,Flake,Pointed,Other,34.1,25-75%,10.66,21.3,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Pointed,Irregular,32.62,25-75%,7.02,17.26,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Parallel,31.88,25-75%,13.04,17.19,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Biconvex,25.79,25-75%,12.72,21.87,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Parallel,25.71,25-75%,9.19,16.69,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Other,25.2,25-75%,5.53,20.93,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Parallel,25.09,25-75%,7.01,13.49,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Other,24.9,25-75%,12.31,29.65,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Parallel,24.3,25-75%,10.42,18.93,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Other,22.75,25-75%,4.69,23.89,Lateral,1,Curved,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Parallel,21.38,25-75%,7.25,14.45,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Divergent,21.37,25-75%,9.55,16.36,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Parallel,17.25,25-75%,10.21,18.27,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Parallel,17.06,25-75%,4.3,12.23,Lateral,1,Curved,Triangular,Plain,Unidirectional
VB B,Flake,Pointed,Other,16.58,25-75%,8.23,12.36,Lateral,1,Irregular,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Other,15.3,25-75%,4.78,20.64,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Other,13.46,25-75%,4.04,11.22,Lateral,1,Straight,Trapezoidal,Plain,Unidirectional
VB A,Flake,Feathered,Parallel,34.32,25-75%,10.01,22.73,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB A,Flake,Hinged,Irregular,44.68,25-75%,18.05,58.8,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB A,Flake,Feathered,Divergent,33.85,25-75%,7.68,32.55,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB A,Flake,Feathered,Other,18.19,25-75%,4.05,19.48,Lateral,1,Straight,Lenticular,Plain,Unidirectional
AMB VI,Flake,Feathered,Irregular,28.25,25-75%,4.52,20.14,Lateral,1,Irregular,Triangular,Plain,Unidirectional
AMB IV,Flake,Feathered,Biconvex,39.87,25-75%,9.82,24.3,Lateral,1,Straight,Triangular,Plain,Unidirectional
AMB IV,Flake,Feathered,Other,36.9,25-75%,8.47,33.2,Lateral,1,Straight,Triangular,Plain,Unidirectional
AMB IV,Flake,Feathered,Biconvex,26.66,25-75%,2.13,20.08,Lateral,1,Straight,Triangular,Plain,Unidirectional
AMB IV,Flake,Feathered,Parallel,21.12,25-75%,2.67,13.53,Lateral,1,Straight,Triangular,Plain,Unidirectional
AMB II,Flake,Feathered,Divergent,41.96,25-75%,4.33,30,Lateral,1,Straight,Triangular,Plain,Unidirectional
AMB II,Flake,Feathered,Parallel,22.79,25-75%,4.44,12.46,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Divergent,38.86,25-75%,13.75,45.44,Lateral,1,Curved,Triangular,Plain,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Irregular,38.21,25-75%,9.33,24.43,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Irregular,32.69,25-75%,4.43,17.04,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Biconvex,31.69,25-75%,5.4,18.93,Lateral,1,Irregular,Triangular,Plain,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Irregular,29.19,25-75%,6.59,18.92,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Divergent,28.92,25-75%,6.81,15.8,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Other,28.47,25-75%,9.23,41.91,Lateral,1,Straight,Trapezoidal,Plain,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Biconvex,27.37,25-75%,8.91,18.28,Lateral,1,Irregular,Triangular,Plain,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Parallel,19.74,25-75%,6.8,19.52,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Divergent,12.81,25-75%,3.2,15.36,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 4'75-5'25,Flake,Feathered,Irregular,24.79,25-75%,5.3,33.27,Lateral,1,Curved,Triangular,Plain,Unidirectional
PAP 4'75-5'25,Flake,Feathered,Irregular,31.27,25-75%,4.63,36.34,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 4'75-5'25,Flake,Feathered,Parallel,33.78,25-75%,14.69,23.05,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 4'75-5'25,Flake,Feathered,Biconvex,29.82,25-75%,9.55,22.96,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 4'75-5'25,Flake,Feathered,Biconvex,24.1,25-75%,3.48,13.37,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 4'75-5'25,Flake,Pointed,Other,21.15,25-75%,4.52,13.55,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 4'75-5'25,Flake,Hinged,Divergent,19.76,25-75%,3.39,20.72,Lateral,1,Straight,Lenticular,Plain,Unidirectional
PAP 4'75-5'25,Flake,Feathered,Biconvex,18.23,25-75%,2.05,13.83,Lateral,1,Curved,Lenticular,Plain,Unidirectional
PAP 4'75-5'25,Flake,Feathered,Parallel,17.17,25-75%,4.94,18.28,Lateral,1,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Irregular,32.67,25-75%,10.47,32.52,Lateral,1,Irregular,Irregular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Divergent,29.65,25-75%,6.45,18.91,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Other,26.71,25-75%,3.42,27.22,Lateral,1,Straight,Irregular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Irregular,26.6,25-75%,7.41,22.75,Lateral,1,Irregular,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Divergent,25.11,25-75%,7.53,18.36,Lateral,1,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Divergent,24.53,25-75%,8.43,26.32,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Irregular,20.84,25-75%,3.04,17.97,Lateral,1,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Divergent,20.3,25-75%,5.46,22.7,Lateral,1,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Parallel,19.18,25-75%,5.42,11.02,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Other,17.07,25-75%,4.04,11.68,Lateral,1,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Divergent,16.87,25-75%,1.29,14.34,Lateral,1,Straight,Lenticular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Divergent,16.46,25-75%,2.7,16.15,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Parallel,15.36,25-75%,6.31,15.42,Lateral,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Parallel,18.24,25-75%,4.69,29.21,Distal,1,Straight,Triangular,Plain,Unidirectional
PAP 4'75-5'25,Flake,Feathered,Irregular,23.83,25-75%,4.47,22.66,Distal,1,Curved,Irregular,Plain,Unidirectional
PAP 4'75-5'25,Flake,Feathered,Other,13.42,25-75%,1.44,13.62,Distal,1,Curved,Lenticular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Irregular,24.4,25-75%,5.27,23.74,Distal,1,Curved,Lenticular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Other,19.43,25-75%,6.53,32.07,Distal,1,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Irregular,18.85,25-75%,5.71,18.72,Distal,1,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Other,12.5,25-75%,4.77,22.3,Distal,1,Straight,Triangular,Plain,Unidirectional
AMB IV,Flake,Feathered,Divergent,20.5,25-75%,5.7,21.48,Proximal,1,Straight,Irregular,Plain,Unidirectional
AMB IV,Flake,Hinged,Other,19.31,25-75%,5.92,15.82,Mesial,1,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Irregular,16.15,25-75%,2.88,17.71,Lateral,1,Curved,Triangular,Plain,Unidirectional
AMB IV,Flake,Feathered,Divergent,34.68,25-75%,8.55,21.51,Lateral,1,Straight,Trapezoidal,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Parallel,27.03,25-75%,7.97,16.8,Lateral,1,Curved,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Irregular,19.78,25-75%,2.97,12.45,Lateral,1,Straight,Triangular,Plain,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Irregular,20.64,25-75%,7.52,34.93,Proximal,2,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Irregular,19.34,25-75%,1.84,25.18,Lateral/Proximal,2,Straight,Irregular,Plain,Unidirectional
AMB II,Flake,Feathered,Other,43.17,25-75%,7.53,57.69,Lateral/Distal,2,Irregular,Triangular,Plain,Unidirectional
VB C,Flake,Feathered,Irregular,19.98,25-75%,4.62,26.93,Lateral,2,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Biconvex,47.77,25-75%,18.84,31.51,Lateral,2,Straight,Triangular,Plain,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Biconvex,21.02,25-75%,4.75,16.85,Lateral,2,Curved,Triangular,Plain,Unidirectional
PAP 5'25-6'25,Flake,Feathered,Irregular,16.61,25-75%,7.83,16.4,Distal,2,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Other,22.27,25-75%,6.04,27.79,Distal,2,Straight,Triangular,Plain,Unidirectional
PAP 4'00-4'75,Flake,Feathered,Other,15.89,25-75%,2.85,23.5,Distal,2,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Parallel,32.36,25-75%,9.02,22.71,Proximal,2,Curved,Trapezoidal,Plain,Unidirectional
PAP 4'75-5'25,Flake,Feathered,Divergent,17.02,25-75%,7.22,17.96,Proximal,2,Straight,Triangular,Plain,Unidirectional
VB B,Flake,Feathered,Parallel,33.48,25-75%,5.53,28.24,Lateral/Proximal,2,Twisted,Irregular,Plain,Unidirectional
VB B,Flake,Feathered,Parallel,23.98,25-75%,5.03,17.68,Lateral/Proximal,2,Curved,Irregular,Plain,Unidirectional
VALM,Flake,Feathered,Biconvex,29.12,25-75%,3.52,14.82,Lateral/Mesial,2,Straight,Triangular,Plain,Unidirectional
